Código Candidato,Data de nascimento,Série,Unidade,Data de Inscrição,Data da matrícula,Tipo,Bolsa (%),Real Anuidade,Diferença
CL15621,11/05/2009,1ª série,Alípio de Melo,2024-08-30,2024-10-01,Matrícula nova,"48,00%",16.354,32
CL15637,22/04/2009,1ª série,Lagoa Santa,2024-10-27,2024-12-12,Matrícula nova,"22,70%",24.845,46
CL15662,20/01/2017,3º ano bilíngue,Mais Buritis,2025-01-03,2025-01-13,Matrícula nova,"70,00%",17.026,10
CL15673,24/08/2018,1º ano,Castelo Manacás,2024-11-09,2024-12-05,Matrícula nova,"60,00%",10.224,26
CL15707,25/9/2013,6º ano,Ouro Preto,2024-10-21,2024-11-21,Matrícula nova,"55,00%",15.762,31
CL15713,06/04/2018,1º ano,Castelo,2024-10-28,2024-11-01,Matrícula nova,"62,00%",9.382,4
CL15733,27/04/2018,1º ano bilíngue,Mais Belvedere,2024-08-23,2025-01-15,Matrícula nova,"47,00%",31.027,145
CL15740,15/03/2015,5º ano,Santa Amélia,2024-08-13,2024-08-29,Matrícula nova,"40,00%",15.373,16
CL15753,08/12/2019,Infantil 5,Alípio de Melo,2024-10-24,2024-11-11,Matrícula nova,"60,00%",9.113,18
CL15759,03/04/2009,1ª série,Mais Cidade Nova,2025-01-02,2025-01-31,Matrícula nova,"66,50%",14.081,29
CL1576,12/06/2019,Infantil 5,Ouro Preto,2024-08-14,2024-10-07,Matrícula nova,"40,00%",14.948,54
CL15761,07/07/2018,1º ano,Castelo,2024-12-17,2024-12-20,Matrícula nova,"70,00%",8.62,3
CL15772,24/07/2008,3ª série,Mais Cidade Nova,2025-01-20,2025-01-30,Matrícula nova,"68,00%",15.448,10
CL15789,02/01/1900,6º ano,Jardim Canadá,2024-08-14,2024-09-05,Matrícula nova,"55,00%",15.53,22
CL15805,11/07/2018,1º ano bilíngue,Ouro Preto,2024-09-25,2024-11-01,Matrícula nova,"50,00%",14.473,37
CL15846,02/12/2021,Infantil 3 bilíngue,Mais Pampulha,2024-11-30,2024-12-11,Matrícula nova,"100,00%",0.0,11
CL15851,17/05/2013,7º ano,Santa Amélia,2024-08-28,2024-09-30,Matrícula nova,"41,80%",18.306,33
CL15856,20/9/2013,6º ano,Alípio de Melo,2024-11-24,2024-12-18,Matrícula nova,"57,50%",13.36,24
CL15861,15/02/2023,Infantil 2 bilíngue,Mais Pampulha,2024-09-11,2024-09-17,Matrícula nova,"46,00%",27.035,6
CL15867,20/04/2009,2ª série,Santa Amélia,2025-01-28,2025-01-30,Matrícula nova,"47,00%",18.183,2
CL15868,29/03/2014,6º ano,Jaraguá,2024-10-03,2024-10-04,Matrícula nova,"51,00%",14.64,1
CL1587,08/08/2009,1ª série,Ouro Preto,2024-09-13,2024-09-21,Matrícula nova,"50,00%",19.14,8
CL15872,17/03/2023,Infantil 2,Lagoa Santa,2024-08-13,2024-08-21,Matrícula nova,"50,00%",12.024,8
CL15873,23/7/2009,1ª série,Santa Amélia,2024-12-13,2025-01-03,Matrícula nova,"65,00%",12.342,21
CL15876,27/7/2013,6º ano,Conceição do Mato Dentro,2024-11-25,2024-11-25,Matrícula nova,"100,00%",13.409,0
CL15891,07/10/2020,Infantil 4,Lagoa Santa,2024-08-30,2024-10-09,Matrícula nova,"49,90%",12.045,40
CL15933,01/11/2013,6º ano,Ouro Preto,2024-08-13,2024-10-04,Matrícula nova,"50,00%",17.818,52
CL15946,17/03/2014,6º ano,Santa Amélia,2024-10-28,2024-11-09,Matrícula nova,"52,90%",14.544,12
CL15958,12/08/2011,8º ano,Conceição do Mato Dentro,2025-01-27,2025-01-30,Matrícula nova,"21,60%",15.362,3
CL15965,23/09/2009,1ª série,Mais Belvedere,2024-09-23,2024-10-10,Matrícula nova,"30,00%",32.245,17
CL15969,13/8/2021,Infantil 3,Santa Amélia,2024-10-29,2024-10-30,Matrícula nova,"51,00%",11.191,1
CL15980,27/08/2012,7º ano,Santa Amélia,2024-08-21,2024-10-04,Matrícula nova,"50,50%",15.939,44
CL15985,10/7/2014,5º ano bilíngue,Mais Belvedere,2024-11-19,2024-12-16,Matrícula nova,"54,00%",25.258,27
CL15987,25/03/2008,2ª série,Gutierrez,2024-08-14,2024-10-07,Matrícula nova,"55,00%",17.833,54
CL15992,05/07/2012,7º ano,Mais Pampulha,2025-01-08,2025-01-15,Matrícula nova,"50,00%",20.768,7
CL15994,01/02/2014,6º ano,Santa Amélia,2024-09-03,2024-10-09,Matrícula nova,"50,00%",15.58,36
CL15995,5/7/2009,1ª série,Ouro Preto,2024-10-03,2024-10-19,Matrícula nova,"35,00%",23.849,16
CL15999,29/05/2012,8º ano,Conceição do Mato Dentro,2025-01-31,2025-01-31,Matrícula nova,"50,00%",9.577,0
CL16022,07/01/2023,Infantil 2 bilíngue,Mais Pampulha,2024-08-23,2024-09-11,Matrícula nova,"60,00%",20.256,19
CL16040,03/01/2017,3º ano,Ouro Preto,2024-08-26,2024-09-21,Matrícula nova,"45,00%",16.457,26
CL16043,9/5/2020,Infantil 4,Castelo Manacás,2024-09-14,2024-10-31,Matrícula nova,"50,00%",10.987,47
CL1606,27/03/2009,2ª série,Mais Cidade Nova,2024-11-12,2024-11-26,Matrícula nova,"70,00%",14.736,14
CL16086,23/04/2015,5º ano,Santa Amélia,2024-09-27,2025-01-18,Matrícula nova,"60,00%",10.846,113
CL16089,21/04/2013,5º ano,Ouro Preto,2024-08-14,2024-10-28,Matrícula nova,"40,00%",20.833,75
CL1609,22/03/2009,2ª série,Gutierrez,2024-10-17,2024-10-25,Matrícula nova,"40,00%",22.64,8
CL1610,14/05/2013,7º ano,Carlos Prates,2025-01-16,2025-01-23,Matrícula nova,"61,10%",11.251,7
CL16101,10/08/2009,2ª série,Conceição do Mato Dentro,2025-01-24,2025-01-30,Matrícula nova,"12,00%",18.638,6
CL16108,11/10/2019,Infantil 5,Gutierrez,2024-10-19,2024-10-19,Matrícula nova,"60,00%",10.613,0
CL16131,6/11/2011,8º ano,Ouro Preto,2024-10-03,2024-10-21,Matrícula nova,"40,70%",20.622,18
CL16136,28/4/2012,8º ano,Santa Amélia,2024-08-21,2024-09-06,Matrícula nova,"50,00%",16.075,16
CL16138,28/12/2011,8º ano,Carajás,2025-01-16,2025-01-16,Matrícula nova,"100,00%",0.0,0
CL16157,12/7/2019,Infantil 5,Nova Suíça,2024-09-19,2024-11-25,Matrícula nova,"57,60%",10.954,67
CL1616,03/10/2009,1ª série,Ouro Preto,2024-09-17,2024-09-27,Matrícula nova,"40,00%",23.089,10
CL16189,19/12/2018,1º ano,Ouro Preto,2025-01-22,2025-01-24,Matrícula nova,"66,00%",11.065,2
CL16199,14/6/2017,2º ano,Castelo Manacás,2024-09-26,2024-10-31,Matrícula nova,"100,00%",2.005,35
CL16204,18/5/2019,Infantil 5 bilíngue,Mais Pampulha,2024-08-30,2024-11-14,Matrícula nova,"60,00%",20.669,76
CL1621,11/10/2008,2ª série,Alípio de Melo,2024-08-27,2024-12-05,Matrícula nova,"60,00%",13.198,100
CL16217,24/09/2017,2º ano,Lagoa Santa,2024-08-20,2024-09-05,Matrícula nova,"52,90%",12.114,16
CL16222,24/12/2018,1º ano,Jardim Canadá,2024-09-10,2024-10-22,Matrícula nova,"49,00%",14.81,42
CL16252,11/03/2014,6º ano,Gutierrez,2024-08-24,2024-08-24,Matrícula nova,"42,00%",19.932,0
CL16262,13/04/2014,6º ano,Ouro Preto,2024-09-05,2024-11-11,Matrícula nova,"65,00%",12.061,67
CL16265,01/02/2014,5º ano,Alípio de Melo,2024-09-02,2024-10-18,Matrícula nova,"58,00%",10.465,46
CL16284,10/05/2021,Infantil 3,Lagoa Santa,2024-12-03,2024-12-11,Matrícula nova,"50,00%",11.655,8
CL16285,29/04/2016,3º ano bilíngue,Mais Cidade Nova,2025-01-17,2025-02-01,Matrícula nova,"80,00%",9.866,15
CL16302,15/12/2016,3º ano bilíngue,Mais Belvedere,2024-10-08,2024-10-24,Matrícula nova,"61,80%",23.322,16
CL16308,12/11/2018,1º ano,Ouro Preto,2024-08-26,2024-08-27,Matrícula nova,"45,00%",15.99,1
CL16318,14/05/2017,2º ano,Conceição do Mato Dentro,2024-11-14,2024-11-18,Matrícula nova,"100,00%",11.471,4
CL16325,26/09/2020,Infantil 4,Castelo Manacás,2024-08-14,2024-08-21,Matrícula nova,"50,00%",11.353,7
CL16345,28/01/2011,9º ano,Carajás,2025-01-21,2025-01-23,Matrícula nova,"100,00%",21.475,2
CL16370,25/11/2013,5º ano,Castelo Manacás,2024-12-31,2025-01-09,Matrícula nova,"62,20%",10.345,9
CL16372,03/10/2022,Infantil 2 bilíngue,Carajás,2025-01-17,2025-01-17,Matrícula nova,"100,00%",0.0,0
CL16422,31/7/2009,9º ano,Jaraguá,2024-08-14,2024-10-25,Matrícula nova,"45,00%",16.201,72
CL16431,28/10/2016,3º ano bilíngue,Mais Buritis,2024-12-06,2024-12-14,Matrícula nova,"65,00%",19.49,8
CL16444,15/3/2012,8º ano,Mais Cidade Nova,2024-11-17,2024-11-23,Matrícula nova,"60,00%",17.228,6
CL16450,29/05/2014,6º ano,Nova Suíça,2024-11-18,2024-11-23,Matrícula nova,"63,00%",13.153,5
CL16469,28/09/2019,Infantil 5,Gutierrez,2024-08-20,2024-08-24,Matrícula nova,"50,00%",13.526,4
CL16470,05/01/2021,Infantil 4 bilíngue,Carajás,2025-01-09,2025-01-09,Matrícula nova,"100,00%",16.976,0
CL16471,24/04/2018,1º ano,Carlos Prates,2024-09-03,2024-09-19,Matrícula nova,"48,50%",12.76,16
CL16473,01/08/2022,Infantil 2,Nova Suíça,2024-08-16,2024-09-27,Matrícula nova,"43,00%",14.032,42
CL16482,01/01/2019,1º ano bilíngue,Mais Pampulha,2024-08-13,2024-08-26,Matrícula nova,"55,00%",24.758,13
CL16527,25/04/2018,1º ano,Lagoa Santa,2024-09-03,2024-11-06,Matrícula nova,"44,00%",13.894,64
CL16528,08/01/2019,1º ano,Castelo,2025-01-09,2025-01-14,Matrícula nova,"70,00%",7.458,5
CL16567,08/02/2014,6º ano,Santa Amélia,2024-10-21,2024-11-01,Matrícula nova,"49,00%",15.605,11
CL16594,01/06/2015,5º ano,Nova Suíça,2024-09-30,2024-10-14,Matrícula nova,"55,00%",12.994,14
CL16619,31/07/2014,5º ano,Lagoa Santa,2025-01-28,2025-01-28,Matrícula nova,"47,80%",13.655,0
CL16661,12/09/2021,Infantil 3 bilíngue,Mais Pampulha,2024-08-14,2024-10-09,Matrícula nova,"59,10%",21.078,56
CL16662,08/11/2022,Infantil 2,Castelo Manacás,2024-08-22,2024-09-05,Matrícula nova,"49,00%",11.554,14
CL16685,15/03/2017,3º ano,Conceição do Mato Dentro,2025-01-13,2025-01-13,Matrícula nova,"100,00%",11.471,0
CL16712,17/9/2018,1º ano,Jardim Canadá,2024-08-29,2024-12-18,Matrícula nova,"56,90%",12.803,111
CL16721,22/12/2016,3º ano,Carlos Prates,2024-12-04,2024-12-14,Matrícula nova,"52,00%",12.59,10
CL16722,28/5/2018,1º ano,Gutierrez,2024-08-30,2024-11-06,Matrícula nova,"40,00%",16.674,68
CL16767,26/6/2022,Infantil 2,Conceição do Mato Dentro,2024-11-21,2024-11-23,Matrícula nova,"100,00%",10.623,2
CL16781,13/11/2014,5º ano,Ouro Preto,2024-10-30,2024-12-22,Matrícula nova,"54,90%",13.331,53
CL16799,24/05/2013,7º ano,Alípio de Melo,2024-09-30,2024-10-01,Matrícula nova,"61,80%",11.54,1
CL16808,22/6/2016,3º ano bilíngue,Mais Cidade Nova,2024-09-16,2024-10-09,Matrícula nova,"70,00%",17.183,23
CL16814,30/10/2010,7º ano,Alípio de Melo,2024-09-09,2024-09-23,Matrícula nova,"52,70%",13.897,14
CL16817,19/06/2010,1ª série,Alípio de Melo,2024-11-26,2024-12-13,Matrícula nova,"45,00%",18.244,17
CL16827,15/12/2015,4º ano,Castelo Manacás,2024-08-28,2024-11-13,Matrícula nova,"60,00%",9.823,77
CL16836,1/2/2023,Infantil 2,Nova Suíça,2024-10-30,2024-11-12,Matrícula nova,"45,00%",14.359,13
CL16847,10/7/2013,6º ano,Lagoa Santa,2024-10-14,2024-11-29,Matrícula nova,"48,00%",15.318,46
CL16866,30/09/2018,1º ano,Nova Suíça,2024-08-19,2024-08-29,Matrícula nova,"45,00%",15.524,10
CL16867,28/11/2011,8º ano,Carajás,2025-01-13,2025-01-13,Matrícula nova,"100,00%",23.427,0
CL16881,10/2/2016,4º ano,Santa Amélia,2024-10-16,2024-10-21,Matrícula nova,"46,20%",13.937,5
CL16914,12/03/2018,2º ano,Conceição do Mato Dentro,2024-11-11,2024-11-13,Matrícula nova,"100,00%",11.471,2
CL16923,13/10/2020,Infantil 4,Carlos Prates,2024-10-03,2024-12-02,Matrícula nova,"55,00%",10.845,60
CL16924,30/06/2011,9º ano,Ouro Preto,2024-12-29,2025-01-22,Matrícula nova,"60,00%",13.98,24
CL16925,27/03/2014,6º ano,Alípio de Melo,2024-11-13,2024-11-23,Matrícula nova,"67,00%",10.194,10
CL16929,22/7/2020,Infantil 4,Castelo,2024-12-17,2024-12-20,Matrícula nova,"68,00%",8.277,3
CL16938,05/06/2018,1º ano,Ouro Preto,2024-11-06,2024-11-06,Matrícula nova,"60,00%",11.905,0
CL16943,14/11/2011,8º ano,Carlos Prates,2024-10-09,2024-10-11,Matrícula nova,"63,90%",10.526,2
CL16945,01/01/2019,1º ano,Carlos Prates,2024-08-14,2024-10-22,Matrícula nova,"55,00%",11.527,69
CL17019,11/06/2016,3º ano,Alípio de Melo,2024-09-09,2024-09-10,Matrícula nova,"45,00%",14.134,1
CL1703,20/12/2018,1º ano,Castelo Manacás,2024-11-27,2024-11-28,Matrícula nova,"48,00%",12.871,1
CL17033,01/01/2016,4º ano,Nova Suíça,2024-11-12,2024-11-26,Matrícula nova,"55,00%",12.994,14
CL17038,23/2/2022,Infantil 3,Ouro Preto,2024-11-12,2024-11-23,Matrícula nova,"59,50%",10.413,11
CL17039,28/02/2020,Infantil 5 bilíngue,Mais Cidade Nova,2024-11-08,2024-11-09,Matrícula nova,"73,00%",14.213,1
CL17044,24/9/2024,6º ano,Mais Pampulha,2024-09-19,2024-11-05,Matrícula nova,"50,00%",20.768,47
CL17098,13/10/2014,5º ano,Castelo,2024-11-18,2024-11-23,Matrícula nova,"58,00%",10.665,5
CL17126,24/5/2012,8º ano bilíngue,Mais Buritis,2024-12-04,2024-12-16,Matrícula nova,"50,00%",30.108,12
CL17127,9/11/2017,2º ano bilíngue,Carajás,2024-12-20,2024-12-26,Matrícula nova,"100,00%",32.408,6
CL17138,19/09/2012,7º ano,Ouro Preto,2024-10-16,2024-11-29,Matrícula nova,"34,00%",22.094,44
CL17148,16/01/2008,1ª série,Gutierrez,2024-09-17,2024-09-21,Matrícula nova,"24,00%",28.035,4
CL17152,06/04/2011,8º ano,Ouro Preto,2024-09-17,2024-10-09,Matrícula nova,"20,00%",26.864,22
CL17172,31/8/2016,3º ano,Jaraguá,2024-09-12,2024-10-24,Matrícula nova,"52,90%",11.79,42
CL17180,27/06/2014,5º ano,Castelo,2025-01-06,2025-01-22,Matrícula nova,"70,00%",7.819,16
CL17194,24/3/2013,7º ano,Santa Amélia,2024-11-08,2024-11-18,Matrícula nova,"49,70%",16.157,10
CL17196,04/07/2013,5º ano bilíngue,Mais Belvedere,2024-08-21,2024-10-09,Matrícula nova,"50,00%",28.619,49
CL17209,16/05/2008,2ª série,Mais Belvedere,2024-11-21,2024-11-21,Matrícula nova,"46,50%",25.536,0
CL17215,01/09/2010,9º ano,Mais Pampulha,2025-01-09,2025-01-15,Matrícula nova,"65,00%",15.057,6
CL17236,14/12/2009,1ª série,Mais Buritis,2024-11-18,2024-12-06,Matrícula nova,"63,00%",14.173,18
CL17254,22/10/2020,Infantil 4,Conceição do Mato Dentro,2024-12-13,2024-12-13,Matrícula nova,"100,00%",10.623,0
CL17258,29/10/2018,1º ano,Santa Amélia,2025-01-24,2025-01-31,Matrícula nova,"60,00%",11.372,7
CL17270,13/09/2015,4º ano,Conceição do Mato Dentro,2024-12-18,2025-01-30,Matrícula nova,"50,00%",16.387,43
CL17293,20/04/2013,7º ano,Santa Amélia,2024-12-16,2025-01-15,Matrícula nova,"47,00%",15.655,30
CL17303,17/02/2018,2º ano bilíngue,Mais Pampulha,2024-10-16,2024-10-31,Matrícula nova,"61,70%",21.41,15
CL17317,19/03/2013,7º ano,Alípio de Melo,2024-09-04,2024-10-24,Matrícula nova,"100,00%",2.354,50
CL1734,12/05/2020,Infantil 4 bilíngue,Carajás,2024-12-20,2025-01-02,Matrícula nova,"100,00%",16.976,13
CL17349,12/08/2021,Infantil 3,Castelo Manacás,2024-10-05,2024-10-11,Matrícula nova,"45,00%",12.909,6
CL17359,16/05/2019,Infantil 5,Conceição do Mato Dentro,2024-12-16,2024-12-19,Matrícula nova,"100,00%",10.623,3
CL1737,09/02/2017,3º ano,Carlos Prates,2024-08-13,2024-08-30,Matrícula nova,"54,00%",11.648,17
CL1738,26/04/2016,4º ano,Conceição do Mato Dentro,2024-12-06,2024-12-13,Matrícula nova,"100,00%",11.471,7
CL17396,03/07/2014,5º ano,Conceição do Mato Dentro,2024-12-16,2025-01-31,Matrícula nova,"14,00%",14.284,46
CL17408,03/05/2012,8º ano,Lagoa Santa,2024-08-27,2024-10-16,Matrícula nova,"100,00%",0.0,50
CL17414,8/7/2008,2ª série,Alípio de Melo,2024-10-18,2024-10-21,Matrícula nova,"50,00%",16.303,3
CL17419,07/09/2010,9º ano,Alípio de Melo,2024-11-22,2024-12-05,Matrícula nova,"60,00%",12.007,13
CL1743,07/01/2008,3ª série,Mais Buritis,2025-01-13,2025-01-28,Matrícula nova,"44,00%",24.117,15
CL17456,16/05/2021,Infantil 3,Castelo Manacás,2024-08-26,2024-09-09,Matrícula nova,"55,00%",10.895,14
CL17473,09/02/2013,7º ano,Conceição do Mato Dentro,2025-01-03,2025-01-03,Matrícula nova,"11,00%",17.223,0
CL17484,16/02/2023,Infantil 2,Lagoa Santa,2024-12-13,2024-12-13,Matrícula nova,"55,00%",10.452,0
CL17500,26/06/2015,4º ano,Lagoa Santa,2024-12-25,2025-01-07,Matrícula nova,"50,00%",12.557,13
CL17508,4/4/2016,3º ano,Santa Amélia,2024-09-28,2024-11-19,Matrícula nova,"65,00%",9.793,52
CL17517,11/02/2009,2ª série,Lagoa Santa,2024-08-28,2024-09-26,Matrícula nova,"48,00%",17.569,29
CL1752,15/5/2011,8º ano,Alípio de Melo,2024-09-02,2024-10-18,Matrícula nova,"58,00%",12.289,46
CL17555,05/03/2014,6º ano,Gutierrez,2024-09-21,2024-10-22,Matrícula nova,"55,00%",14.044,31
CL17574,24/6/2015,4º ano,Alípio de Melo,2024-08-21,2024-12-20,Matrícula nova,"58,00%",10.665,121
CL1758,01/04/2019,Infantil 5,Jaraguá,2024-08-14,2024-09-06,Matrícula nova,"50,00%",11.483,23
CL1763,27/11/2018,1º ano,Castelo Manacás,2024-10-14,2024-11-08,Matrícula nova,"58,00%",10.665,25
CL17633,05/08/2015,4º ano,Alípio de Melo,2024-10-09,2024-10-30,Matrícula nova,"60,00%",10.124,21
CL17637,02/10/2021,Infantil 2 bilíngue,Ouro Preto,2024-10-08,2024-09-05,Matrícula nova,"45,00%",14.24,-33
CL17667,26/08/2015,4º ano,Nova Suíça,2024-11-01,2024-11-09,Matrícula nova,"49,40%",14.043,8
CL17690,20/4/2020,Infantil 4,Conceição do Mato Dentro,2024-12-19,2024-12-20,Matrícula nova,"100,00%",10.623,1
CL17701,20/03/2017,3º ano bilíngue,Carajás,2025-01-27,2025-01-27,Matrícula nova,"100,00%",29.707,0
CL17711,25/10/2010,9º ano,Gutierrez,2025-01-28,2025-01-29,Matrícula nova,"50,00%",16.475,1
CL17728,10/04/2012,7º ano,Gutierrez,2024-10-30,2025-01-04,Matrícula nova,"50,00%",17.555,66
CL17756,01/09/2023,Infantil 2 bilíngue,Mais Cidade Nova,2025-01-07,2025-01-08,Matrícula nova,"100,00%",0.0,1
CL17761,09/10/2018,1º ano,Alípio de Melo,2024-08-14,2024-08-24,Matrícula nova,"58,00%",10.866,10
CL17773,26/07/2018,1º ano,Gutierrez,2024-08-14,2024-08-28,Matrícula nova,"43,00%",15.731,14
CL17775,16/12/2008,2ª série,Gutierrez,2024-09-23,2024-11-06,Matrícula nova,"55,00%",17.523,44
CL17808,29/4/2014,5º ano,Castelo Manacás,2024-10-13,2024-12-18,Matrícula nova,"64,90%",9.745,66
CL17824,16/06/2014,6º ano,Gutierrez,2024-10-30,2025-01-27,Matrícula nova,"20,00%",25.928,89
CL1783,23/02/2015,5º ano,Castelo Manacás,2024-09-23,2024-10-11,Matrícula nova,"50,00%",13.031,18
CL17851,14/7/2018,1º ano,Carlos Prates,2024-11-29,2024-12-17,Matrícula nova,"69,00%",8.24,18
CL17853,24/3/2011,9º ano,Alípio de Melo,2024-09-09,2024-10-19,Matrícula nova,"55,00%",12.831,40
CL17860,18/03/2011,9º ano,Mais Cidade Nova,2025-01-14,2025-01-14,Matrícula nova,"56,00%",20.122,0
CL17877,30/6/2011,9º ano,Gutierrez,2024-08-30,2024-11-29,Matrícula nova,"54,60%",15.108,91
CL17894,23/1/2009,2ª série,Santa Amélia,2024-12-09,2024-12-19,Matrícula nova,"55,00%",16.044,10
CL17896,12/12/2021,Infantil 3,Castelo Manacás,2024-09-18,2024-09-18,Matrícula nova,"49,20%",11.514,0
CL17929,14/06/2017,2º ano bilíngue,Mais Pampulha,2024-11-25,2024-12-05,Matrícula nova,"66,50%",19.011,10
CL17945,11/02/2017,3º ano,Castelo Manacás,2024-08-14,2024-09-21,Matrícula nova,"50,00%",12.429,38
CL17963,30/07/2015,4º ano,Jaraguá,2024-08-24,2024-09-27,Matrícula nova,"48,00%",13.071,34
CL18014,20/06/2011,8º ano,Alípio de Melo,2025-01-11,2025-01-13,Matrícula nova,"50,00%",14.596,2
CL18034,13/12/2013,6º ano,Ouro Preto,2024-11-21,2024-11-28,Matrícula nova,"50,00%",17.818,7
CL18039,16/05/2015,4º ano,Jaraguá,2024-09-06,2024-09-06,Matrícula nova,"40,00%",14.635,0
CL1805,15/03/2008,2ª série,Alípio de Melo,2025-01-29,2025-02-01,Matrícula nova,"70,00%",11.127,3
CL18075,13/07/2020,Infantil 4,Santa Amélia,2024-08-13,2024-09-13,Matrícula nova,"48,00%",12.248,31
CL18081,16/04/2011,9º ano,Carlos Prates,2024-10-25,2024-11-19,Matrícula nova,"60,00%",12.713,25
CL18092,03/04/2010,1ª série,Conceição do Mato Dentro,2025-01-05,2025-01-13,Matrícula nova,"20,00%",17.102,8
CL18097,11/09/2009,1ª série,Carlos Prates,2024-10-03,2024-10-19,Matrícula nova,"43,00%",18.037,16
CL18105,30/05/2017,2º ano,Conceição do Mato Dentro,2024-12-09,2024-12-10,Matrícula nova,"9,00%",15.035,1
CL18111,27/9/2015,4º ano,Gutierrez,2024-09-03,2024-10-31,Matrícula nova,"55,00%",13.224,58
CL18121,20/05/2009,1ª série,Nova Suíça,2025-01-10,2025-01-27,Matrícula nova,"47,00%",19.605,17
CL18129,16/05/2021,Colônia de Férias - 3ª Semana - Janeiro - Meio Per,Jardim Canadá,2025-01-20,2024-12-27,Matrícula nova,"28,00%",18.562,-24
CL18146,02/04/2012,7º ano,Carajás,2025-01-30,2025-02-03,Matrícula nova,"100,00%",0.0,4
CL18148,07/06/2017,2º ano,Jardim Canadá,2024-12-11,2024-12-17,Matrícula nova,"55,00%",13.285,6
CL18149,19/06/2010,9º ano,Mais Cidade Nova,2024-08-29,2024-09-27,Matrícula nova,"61,00%",16.849,29
CL18167,17/10/2017,2º ano,Conceição do Mato Dentro,2025-01-14,2025-02-01,Matrícula nova,"19,00%",13.533,18
CL18186,07/10/2020,Infantil 5,Conceição do Mato Dentro,2024-11-19,2024-12-05,Matrícula nova,"75,00%",15.176,16
CL18222,13/06/2020,Infantil 4,Castelo Manacás,2024-10-03,2024-10-04,Matrícula nova,"56,70%",10.003,1
CL18225,07/09/2020,Infantil 4,Gutierrez,2024-11-25,2024-11-30,Matrícula nova,"61,60%",9.83,5
CL18226,12/10/2018,1º ano bilíngue,Mais Belvedere,2024-08-21,2024-08-30,Matrícula nova,"58,50%",24.372,9
CL18230,11/6/2022,Infantil 2 bilíngue,Mais Pampulha,2024-10-03,2024-10-30,Matrícula nova,"62,90%",18.937,27
CL18265,16/09/2015,4º ano,Conceição do Mato Dentro,2025-01-24,2025-01-30,Matrícula nova,"16,70%",13.878,6
CL18298,25/05/2018,1º ano,Castelo Manacás,2024-10-13,2025-01-24,Matrícula nova,"64,90%",8.903,103
CL18313,16/12/2020,Infantil 4 bilíngue,Mais Buritis,2024-10-01,2024-12-09,Matrícula nova,"63,00%",18.632,69
CL1833,31/03/2008,2ª série,Carlos Prates,2024-09-06,2025-01-13,Matrícula nova,"46,40%",17.069,129
CL18354,10/05/2014,6º ano,Lagoa Santa,2024-10-14,2024-11-15,Matrícula nova,"55,00%",13.377,32
CL18357,14/8/2020,Infantil 4 bilíngue,Carajás,2024-12-20,2024-12-23,Matrícula nova,"100,00%",16.976,3
CL18361,06/01/2019,1º ano,Castelo Manacás,2024-09-07,2024-10-02,Matrícula nova,"60,00%",10.826,25
CL18362,6/11/2017,2º ano,Carlos Prates,2024-10-25,2024-12-18,Matrícula nova,"100,00%",2.005,54
CL18363,15/05/2015,5º ano,Alípio de Melo,2024-11-27,2024-12-04,Matrícula nova,"55,00%",11.327,7
CL18384,24/07/2019,Infantil 5,Nova Suíça,2024-12-06,2025-01-16,Matrícula nova,"100,00%",2.081,41
CL18393,28/02/2013,7º ano,Carajás,2025-01-21,2025-01-21,Matrícula nova,"100,00%",21.475,0
CL18399,28/10/2007,2ª série,Gutierrez,2025-01-15,2025-01-29,Matrícula nova,"45,00%",21.244,14
CL18410,25/03/2019,1º ano bilíngue,Mais Pampulha,2024-08-29,2024-09-05,Matrícula nova,"53,80%",25.358,7
CL18426,27/12/2011,8º ano,Alípio de Melo,2024-10-14,2024-12-03,Matrícula nova,"38,00%",18.41,50
CL18434,17/11/2013,6º ano,Alípio de Melo,2024-09-28,2024-12-13,Matrícula nova,"60,00%",12.124,76
CL18441,25/4/2010,1ª série,Ouro Preto,2024-10-08,2024-10-22,Matrícula nova,"32,00%",25.762,14
CL18460,04/03/2008,5º ano,Santa Amélia,2024-08-29,2024-12-02,Matrícula nova,"100,00%",3.101,95
CL18499,25/08/2012,7º ano,Alípio de Melo,2024-09-03,2024-10-01,Matrícula nova,"61,80%",11.54,28
CL1850,28/9/2015,4º ano,Ouro Preto,2024-11-23,2024-11-26,Matrícula nova,"50,60%",14.319,3
CL18507,11/10/2017,2º ano,Lagoa Santa,2024-11-05,2024-12-05,Matrícula nova,"59,00%",10.755,30
CL1851,26/01/2016,4º ano,Gutierrez,2024-12-19,2025-01-04,Matrícula nova,"47,40%",15.607,16
CL18512,14/01/2019,1º ano bilíngue,Mais Pampulha,2024-08-29,2024-09-18,Matrícula nova,"58,60%",24.322,20
CL18517,27/6/2018,1º ano,Jaraguá,2024-11-17,2024-11-26,Matrícula nova,"63,00%",9.563,9
CL18519,24/10/2020,Infantil 4,Conceição do Mato Dentro,2024-11-14,2024-11-14,Matrícula nova,"16,00%",12.95,0
CL18540,05/06/2018,1º ano,Castelo,2024-09-13,2025-01-27,Matrícula nova,"65,00%",8.921,136
CL18549,30/12/2008,2ª série,Carlos Prates,2024-08-19,2024-08-27,Matrícula nova,"50,20%",16.246,8
CL18551,18/10/2009,1ª série,Nova Suíça,2025-01-08,2025-01-11,Matrícula nova,"70,00%",11.981,3
